URL Number,Title,Category,Description,MP3 URL
"""26037""","""借着Netflix的动画，让我们好好回忆一下《恶魔城》的故事""","""Gadio Pro""","""《恶魔城》这个拥有漫长历史的系列在IGA离开Konami之后逐渐淡出了人们的视野。不过好在最近Netflix的动画又重新让人们找回了当年与吸血鬼同行的日子。很少有人能够把所有的恶魔城作品一个不差体验下来的，那这个跨度这么多年的游戏到底说了个什么故事呢，他们之间又有什么样的关联？一起来听恶魔城专题的第一期节目，恶魔城的故事——圣鞭传说 圣鞭传说""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F5dec4e7e-c926-4dfa-b5c4-3f7b2c882f6f.mp3"""
"""26093""","""我们小时候玩过的盗版！GadioNews7.15~7.21开播""","""Gadio News""","""本期新闻：《Splatoon 2》正式发售；《使命召唤：二战》僵尸模式正式公开；《恶灵附身2》新预告公开；《仁王》DLC新情报；《NBA 2K18》NS版确认；EVO新闻汇总！本期话题：大家小时候买游戏盘时肯定都遇到过不少特别逗的人和事，今天这期节目我们就来跟大家分享一下自己买游戏遇到的好玩的事！ 真没少被坑！不过也挺逗的！""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2Fc270d1da-e7ce-4f9d-9872-beea89458729.mp3"""
"""26124""","""守望先锋世界杯见闻录！GadioNews开播！""","""Gadio News""","""《守望先锋》世界杯上海站在7月16日已经结束，中国队最终以全胜成绩顺利出线，获得前往暴雪嘉年华参加决赛圈的资格。机核有幸前往了《守望先锋》世界杯上海站现场，在现场也看到了不少直播上看不到的东西。今天这期节目，老孙和Nadya就来和大家聊聊这次比赛幕后的事，以及参赛选手们之间发生的故事！ 恭喜中国队全胜成绩出线！""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F37c30ef8-a1fe-4d50-8292-d4706d59510d.mp3"""
"""26171""","""跟你聊聊《机动警察》的前世今生""","""特别二次元""","""《机动警察》作为一款经典的作品，在2015年再次推出了真人剧场版。这个长达将近30年的经典作品究竟又怎样的魅力？押井守导演制作的《机动警察》又是一个什么样的世界呢？本期特别二次元我们就和大家聊聊这部经典的作品。 小时候做梦都想开的那个""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F38502ae6-9165-404f-b8cf-486c40b85710.mp3"""
"""26179""","""炎炎夏日，消暑吃点啥？""","""Gadio Life""","""朋友们，在大自然桑拿的摧残下，本期节目我们来聊夏季消暑时的吃喝。面对炎炎夏日，你平时都以什么吃食来度过三伏天儿？今天安藤老师和其他几位哥哥以及哈迪，一起回忆了一下小时候在夏天经常吃的北京小吃，更有意思的是，赖聪骂一冰那句“撒杯”，今天有了新的含义，听完就知道！ 景为本期节目挑选的歌单，还写了一篇文章，让大家能更好的听歌，点此进入文章页面！ 你撒杯吗？""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F9682b7f2-2b53-48bb-a6b2-124fd4303206.mp3"""
"""26286""","""让我们揭揭“吸血贵族”的老底－吸血鬼的起源""","""Gadio Pro""","""吸血鬼是最著名的怪物形象之一，从欧洲民间传说到现代电影、小说、游戏总能看到他们的身影。今天这期节目，我们就来和大家聊聊有关吸血鬼的民间传说和各类文化作品，聊聊这个形象是怎么诞生的，又经历了什么才演变为现在大家看到的样子！ 恶魔城系列节目第二期""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F026e822d-813b-4b08-8dca-db716cf99327.mp3"""
"""26327""","""现代迪士尼是如何成为动画巨头的？""","""特别二次元""","""上一期节目我们和大家聊了聊迪士尼的第一次和第二次黄金时代，那么在华特迪士尼先生去世之后，迪士尼又经历了怎样的变化？迪士尼的赚钱之道又是什么样？本期节目王老虎继续和大家聊聊迪士尼。 上期节目地址：和你一起看看迪士尼的动画世界 最会赚钱的公司""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F17da0c23-22de-43e7-9cc6-d0ad18b39b40.mp3"""
"""26374""","""《魔兽故事》卷十三－流沙之战与守护者艾格文""","""Gadio Story""","""上回书说到，求同存异人类七国光耀万里沃土，百年一任幕后守护者安定千年盛世。眼见恶魔息、古神平，矮人侏儒自守家园而足，巨魔荣光不在偃旗息鼓，精灵两支自律修身，人类王国锐意进取，整个艾泽拉斯歌舞升平，乐享平安。然而千年盛世之末，灾厄已浮现最初的预兆——虽是一篇沃野千里，安宁之下已经暗流涌动，南端的沙漠苏醒的虫群将再次遮蔽天日，而在北地的冰原当下的守护者将面对未曾料想的凶恶敌手，在这临近终末之时，艾泽拉斯有怎样的风起云涌，请听今天的魔兽故事！ 马上就要完结了啊！""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F5fcf99bd-e53e-4eef-bc6d-6ecdf9865a5f.mp3"""
"""26396""","""出门在外玩什么？GadioNews7.28~8.03开播！""","""Gadio News""","""本周新闻：《勇者斗恶龙11》正式发售；《女神异闻录》新作公布；《闪乱神乐》新作公布；ChinaJoy和香港动漫电玩节新闻汇总；NS 版《生化危机：启示录》公开！本期话题：出差，坐火车，坐飞机，总要找点事干，作为游戏玩家当然就要玩游戏了，今天这期节目我们就来跟大家说说出门在外玩什么游戏！ G-TALK联动起来了，大家以后请踊跃发言！""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2Ffc1e950e-55e7-4233-bd3a-e50627fe7092.mp3"""
"""26422""","""我们打算聊聊最近都买了点啥 （别上当）""","""Gadio Life""","""以往机核做过不少推荐和安利，也有朋友听了安利之后就去买了，但最后体验并不完美，为了减少这种情况的发生，我们决定换一个方式！我们会在节目中聊一聊最近购买的游戏、书籍以及其他各类东西，并分享一下买的理由和最后的体验。如果大家听完之后真的有兴趣就去尝试一下，没有打动你的话就别买了！ 这是一档物欲横流的新节目""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F8e2b219e-b8b8-4f0b-bee4-5588a37b258e.mp3"""
"""26454""","""聊聊《绝地求生》这款迅速火爆全球的游戏，到底有着什么样的过人之处""","""Gadio Pro""","""最近全世界最热门的游戏非《绝地求生》莫属，Early Access不到半年就实现了惊人的销量，国内外各大直播平台和视频网站也被它占领。那么，《绝地求生》为什么会有这么大吸引力呢？今天我们再次请来小李老师，让他分析一下《绝地求生》的优点，也聊一聊大逃杀类游戏吸引人的原因！ 大吉大利，今晚吃鸡！""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2Fb5ced6e9-2d33-497e-93cb-3fc18c5c9242.mp3"""
"""26499""","""卡牌故事-构筑卡牌的发展史""","""Gadio Pro""","""在去年的桌游系列节目后，我们挖了一个卡牌游戏节目的坑，今天我们终于来填坑了！这期节目我们再次请来了瞬间思路老师和他的搭档老何，让他们跟大家聊一聊TCG、LCG和DBG三个卡牌游戏类型的特点，并为大家介绍几款代表性的卡牌游戏！ 卡牌游戏谁不爱呢！""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F7cd91812-fae8-44a2-abac-395ccc74e136.mp3"""
"""26535""","""你最想参加什么游戏的聚会？GadioNews 8.3~8.9开播！""","""Gadio News""","""本期新闻：《巨影都市》公开新情报；《战锤：全面战争》更新中文版本 ；《守望先锋》夏季运动会召开；Valve公布全新IP《Artifact》！本期话题：近年来线下玩家聚会越来越多，厂商举办的FanFest也在不断增加，今天的话题环节我们就来聊一聊大家喜欢参加哪些游戏的线下玩家聚会！ 当然是FF14啦！""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F59c76a44-1d86-4cf0-bef8-bc1b34c1750d.mp3"""
"""26554""","""老哥！""","""Gadio Life""","""老哥，是一种对中年男子的称呼，他们真性情，不拘小节，爱聊大天。但也因为时代的更迭，逐渐与这个世界割裂开了。这类人，活在自己的小圈子里，逍遥自在。这是特殊的一类人，年轻的一代也许在今后，也不会变成他们的样子。今天K.G.S的哥哥们就来聊聊北京的老哥，另外，哈迪为什么会被叫“老哥型儿童”？ 本期节目由安藤老师和景儿挑选的歌单： 以后老哥这一物种可能就要灭绝了！""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F837c703b-fb6f-4a38-bd91-30f63d0041f0.mp3"""
"""26610""","""我们用8bit音乐原理告诉你，FC的游戏音乐是如何制作的""","""Gadio Music""","""独具特色的8-bit音乐是FC年代电子游戏的标志，这种简单又响亮的声音并没有淹没在时代的浪潮中，反而成为现在很多人狂热喜爱的文化元素。今天，我们再次请来了这样重这样轻老师，让他和阿炳一起跟大家介绍一下8-bit音乐的原理和特点，并和大家聊聊这个音乐背后的文化意义！ 为什么8bit文化形成了一种潮流？""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F5798a641-2c14-43c8-bb0f-4e326dc102dd.mp3"""
"""26648""","""《魔法门》系列历史-《英雄无敌3》的辉煌""","""Gadio Pro""","""上一期节目我们聊到了《英雄无敌》系列诞生和发展的历史，并讲述了这个系列与中国游戏市场的关系。今天这期节目的内容则要聚焦在《英雄无敌》系列最负盛名的一部作品——《英雄无敌3》上，让陆夫人聊聊这部为玩家们津津乐道的经典作品究竟有哪些优点，并为大家介绍一下这部作品讲述了什么样的故事！ 用一整期节目好好聊聊最经典的一作""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F41b87b6b-7cd4-49ad-85bf-49e8da297193.mp3"""
"""26649""","""你买过什么外设和周边？GadioNews8.11~8.17""","""Gadio News""","""本期新闻：《恶灵附身2》公布新宣传片；《无人深空》更新1.3版本；《最终幻想14》上海粉丝节开始；《世纪之石2》公开；《勇者斗恶龙11》中文版发售日确定！本期话题：作为游戏玩家或多或少都买过游戏的周边或者外设，今天的话题环节我们就来和大家聊聊自己买过的游戏周边与外设！ 有的人真下血本！""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2Fd88317c8-4258-43fc-a683-8e035edbf10c.mp3"""
"""26672""","""给你推荐一个有趣的桌游展，并且告诉你去了怎么玩""","""Gadio Early Access""","""DICE CON 2017第三届华人桌面游戏大会将在8月25日-8月27日举行，趁着这个机会，我们请来了思路老师和DICE的老赵，让他们为大家介绍一下在DICE CON上能体验到的内容，告诉大家如何去感受这些桌游的乐趣，并给不经常玩桌游或者不经常参加桌游展会的朋友奉上一期逛展指南！ 周五就开幕了哟""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2Ff59a354a-a932-4cca-8c07-90a1734e91ec.mp3"""
"""26693""","""看了这么多季，你了解冰与火世界的基础吗？""","""Gadio Pro""","""美剧《权力的游戏》第七季已经正式开播，我们也终于开始着手录制《冰与火之歌》系列专题节目了！今天这期节目我们先从原著小说入手，聊一聊乔治·R·R·马丁是如何搭建起《冰与火之歌》的完整世界观的，并为大家介绍一下这个世界的构成，探讨一下这部作品的历史观和完整性！ 没有剧透！""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F7a9ec395-a72a-4950-bcc4-0eafa500a393.mp3"""
"""26777""","""来听听这些cult青年漫画家的故事！""","""特别二次元""","""2007年，横空出世的独立漫画合辑《Cult青年的选择》在国内文化圈刮起了阵阵新风，无论登载的漫画作品还是由刊物所引发的一系列文化现象话题性一时无两。今天，我们请来了三位当时的策划人及主创安藤、Bini、擦主席来聊一聊十年前的那个夏天到底都发生了什么，以及十年后，变成了Cult中年的他们对独立漫画以及对创作本身的思考与感悟。 独立漫画作者的回忆与感悟""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F76fbe888-7171-45b8-a1d3-e4dd5fd9a5cd.mp3"""
"""26810""","""科隆游戏展新闻汇总GadioNews 8.18~8.24开播！""","""Gadio News""","""2017科隆游戏展已经在8月22日正式开幕，虽然科隆游戏展没有大规模的展前发布会环节，但厂商和制作组还是通过直播、网络视频、媒体采访放出了非常多新消息，今天这期新闻节目我们就来和大家总结一下目前为止科隆游戏展上公布出来的情报！ 整整说了一期的新闻""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F06dd0461-d1dc-4506-a08a-1f64448f38ee.mp3"""
